1. Crater name ,2. Diameter [km],3. Latitude [°],4. Longitude [°],8. Apparent diameter [km],11. Floor diameter [km],14. Apparent depth [km],16. Interior volume [km^3],20. Height of central peak [km],51. Age
Apollonius M,9.54,4.73,61.77,7.92,1.66,1.577,34.73,0,
Apollonius N,10.79,4.75,63.77,8.96,2.06,1.771,50.25,0,
Apollonius S,16.22,1.26,62.58,13.46,4.24,2.598,0,0,
Apollonius U,8.44,4.89,59.87,7.01,1.34,1.405,24.05,0,
Apollonius V,14.97,4.39,58.22,12.43,3.68,2.409,0,0,
Apollonius X,28.97,6.9,58.18,24.91,12.53,1.988,567.12,0.46,
Apollonius Y,8.71,4.88,62.6,7.23,1.41,1.447,26.43,0,
Appleton,64.59,37.05,158.17,55.55,34.1,2.735,3614.59,0,Nectarian
Appleton D,39.13,37.77,160.63,33.65,18.23,2.178,1135.73,0.82,Nectarian
Appleton M,25.03,33.72,158.26,21.53,10.44,1.902,404.6,0.34,
Appleton Q,22.66,34.18,155.31,19.49,9.22,1.845,321.53,0.28,
Appleton R,40.92,36.13,156.25,35.19,19.28,2.208,1259.36,0.9,Nectarian
Arago,25.51,6.15,21.43,21.94,10.69,1.913,422.74,0.35,Eratosthenian 
Arago B,6.9,3.43,20.82,5.73,0.94,1.162,13.14,0,
Arago C,3.03,3.89,21.48,2.51,0.22,0.536,1.11,0,
Arago D,3.95,6.91,22.39,3.28,0.35,0.688,2.47,0,
Arago E,6.28,8.51,22.71,5.21,0.79,1.064,9.91,0,
Aratus,10.23,23.58,4.51,8.49,1.88,1.684,42.82,0,
Aratus B,6.69,24.18,5.43,5.55,0.89,1.129,11.98,0,
Aratus C,3.56,24.08,9.46,2.95,0.29,0.624,1.8,0,
Aratus CA,2.08,24.56,11.18,1.73,0.11,0.376,0.36,0,
Aratus D,4.05,24.37,8.61,3.36,0.37,0.704,2.66,0,
Archimedes,81.04,29.72,-3.99,69.69,45.27,2.798,6104.82,0,Upper Imbrian
Archimedes C,7.66,31.63,-1.53,6.36,1.13,1.283,17.98,0,
Archimedes D,4.96,32.2,-2.69,4.12,0.52,0.852,4.88,0,
Archimedes E,2.56,25,-7.2,2.12,0.16,0.457,0.67,0,
Archimedes G,3.29,29.14,-8.15,2.73,0.25,0.579,1.42,0,
Archimedes H,3.78,23.89,-7.02,3.14,0.32,0.66,2.16,0,
Archimedes L,3.21,25.04,-2.61,2.66,0.24,0.566,1.32,0,
Archimedes M,3.27,26.12,-3.21,2.71,0.25,0.576,1.4,0,
Archimedes N,3.51,24.15,-3.89,2.91,0.28,0.615,1.73,0,
Archimedes P,2.63,25.94,-2.5,2.18,0.17,0.469,0.73,0,
Archimedes Q,2.36,28.52,-2.43,1.96,0.14,0.424,0.53,0,
Archimedes R,3.5,26.07,-6.61,2.91,0.28,0.614,1.72,0,
Archimedes S,2.77,29.56,-2.73,2.3,0.19,0.493,0.85,0,
Archimedes T,2.33,30.3,-5.03,1.93,0.14,0.419,0.51,0,
Archimedes U,2.74,32.83,-1.96,2.27,0.18,0.487,0.82,0,
Archimedes V,2.67,32.98,-4.01,2.22,0.18,0.476,0.76,0,
Archimedes W,3.19,23.8,-6.25,2.65,0.24,0.562,1.3,0,
Archimedes X,2.15,31.03,-8.02,1.78,0.12,0.388,0.4,0,
Archimedes Y,2.2,29.97,-9.5,1.83,0.12,0.397,0.43,0,
Archimedes Z,2.07,26.88,-1.41,1.72,0.11,0.374,0.35,0,
Archytas,31.95,58.87,4.99,27.48,14.16,2.048,711.06,0.55,Eratosthenian 
Archytas B,35.18,61.44,3.17,30.25,15.96,2.109,888.22,0.67,
Archytas D,44.75,63.71,11.9,38.49,21.56,2.269,1548.49,1.07,
Archytas G,7.21,55.73,0.53,5.98,1.01,1.212,14.99,0,
Archytas K,13.77,62.66,7.68,11.43,3.17,2.227,0,0,
Archytas L,4.38,56.19,0.9,3.64,0.42,0.758,3.36,0,
Archytas U,7.39,62.9,9.22,6.13,1.06,1.24,16.14,0,
Archytas W,5.73,61.29,5.2,4.76,0.68,0.976,7.53,0,
Argelander,33.72,-16.55,5.8,29,15.14,2.082,805.37,0.61,
Argelander A,8.65,-16.54,6.75,7.18,1.4,1.438,25.89,0,
Argelander B,5.6,-15.6,5.1,4.65,0.65,0.955,7.02,0,
Argelander C,3.87,-16.28,5.72,3.21,0.34,0.675,2.32,0,
Argelander D,10.69,-17.64,4.44,8.87,2.03,1.755,48.86,0,
Argelander W,18.63,-16.75,4.18,16.02,5.41,1.738,0,0.19,
Ariadaeus,10.4,4.55,17.28,8.63,1.93,1.71,44.99,0,Upper Imbrian 
Ariadaeus A,7.94,4.64,17.49,6.59,1.2,1.327,20.02,0,
Ariadaeus B,7.8,4.9,15.06,6.47,1.16,1.305,18.98,0,Upper Imbrian
Ariadaeus D,3.92,4.88,17.03,3.25,0.35,0.683,2.41,0,
Ariadaeus E,21.96,5.32,17.63,18.89,8.86,1.827,299.05,0.26,
Ariadaeus F,3.16,4.32,18.01,2.62,0.24,0.557,1.26,0,
Aristarchus,39.99,23.73,-47.49,34.39,18.74,2.193,1194.22,0.86,Copernican
Aristarchus B,6.95,26.28,-46.85,5.77,0.95,1.17,13.43,0,
Aristarchus D,4.65,23.73,-42.88,3.86,0.47,0.802,4.02,0,
Aristarchus F,17.6,21.67,-46.57,14.61,4.89,2.806,0,0.17,
Aristarchus H,4.43,22.61,-45.74,3.68,0.43,0.766,3.48,0,
Aristarchus N,3.14,22.83,-43.03,2.61,0.23,0.554,1.24,0,
Aristarchus S,3.8,19.29,-46.28,3.15,0.33,0.663,2.19,0,
Aristarchus T,3.33,19.67,-46.5,2.76,0.26,0.586,1.48,0,
Aristarchus U,3.45,19.73,-48.64,2.86,0.28,0.606,1.64,0,
Aristarchus Z,7.74,25.49,-48.49,6.42,1.15,1.295,18.55,0,
Aristillus,54.37,33.88,1.21,46.76,27.5,2.407,2428.05,0,Copernican
Aristillus A,4.44,33.64,4.53,3.69,0.43,0.768,3.5,0,
Aristillus B,8.02,34.8,-1.93,6.66,1.22,1.339,20.63,0,
Aristoteles,87.57,50.24,17.32,75.31,49.87,2.819,7301.6,0,Eratosthenian
Aristoteles D,5.61,47.48,14.71,4.66,0.65,0.957,7.06,0,
Aristoteles M,6.98,53.5,27.26,5.79,0.96,1.175,13.6,0,
Aristoteles N,5.3,52.9,26.84,4.4,0.59,0.907,5.96,0,
Arminski,26.76,-16.36,154.22,23.01,11.34,1.941,472.14,0.39,
Arminski D,11.24,-16.04,154.97,9.33,2.22,1.84,56.8,0,
Arminski K,20.05,-17.09,154.64,17.24,7.91,1.778,242.36,0.22,
Armstrong,4.21,1.35,24.94,3.49,0.39,0.73,2.98,0,
Arnold,93.13,66.98,35.83,80.09,53.86,2.837,8417.32,0,pre-Nectarian
Arnold A,55.13,68.77,39.6,47.41,27.98,2.418,2507.17,0,
Arnold E,31.15,71.48,38.1,26.79,13.71,2.032,670.6,0.53,
Arnold F,10.41,67.55,35.18,8.64,1.94,1.712,45.12,0,
Arnold G,10.64,67.39,31.45,8.83,2.01,1.747,48.18,0,
Arnold H,12.82,72.59,44.98,10.64,2.8,2.082,84.28,0,
Arnold J,6.17,65.9,33.82,5.12,0.77,1.046,9.4,0,
Arnold K,30,70.71,42.38,25.8,13.08,2.009,614.79,0.49,
Arnold L,34.89,70,35.77,30.01,15.8,2.104,871.4,0.66,
Arnold M,6.77,68.29,43.59,5.62,0.91,1.142,12.41,0,
Arnold N,18.81,70.15,41.6,16.18,5.5,1.743,0,0.19,
Arrhenius,40.93,-55.58,-91.45,35.2,19.29,2.208,1260.07,0.9,
Arrhenius J,16.98,-57.52,-88.45,14.09,4.59,2.713,0,0,
Artamonov,62.45,25.44,103.79,53.71,32.69,2.726,3343.93,0,pre-Nectarian
Artem'ev,66.39,10.4,-145.22,57.1,35.29,2.742,3851.54,0,Lower Imbrian
Artem'ev G,60.94,10.01,-143.69,52.41,31.71,2.719,3160.11,0,pre-Nectarian
Artem'ev L,27.97,7.96,-144.2,24.05,11.99,1.967,522.92,0.42,
Artemis,2.28,25.03,-25.36,1.89,0.13,0.41,0.47,0,
Artsimovich,7.96,27.61,-36.63,6.61,1.21,1.33,20.17,0,
Aryabhata,21.89,6.2,35.17,18.83,8.83,1.826,296.86,0.26,
Arzachel,96.99,-18.26,-1.93,83.41,56.66,2.848,9245.2,0,Lower Imbrian
Arzachel A,8.69,-18.06,-1.51,7.21,1.41,1.444,26.25,0,
Arzachel B,7.71,-17.06,-2.98,6.4,1.14,1.29,18.33,0,
Arzachel C,5.66,-17.49,-3.71,4.7,0.66,0.965,7.25,0,
Arzachel D,7.46,-20.19,-2.14,6.19,1.08,1.251,16.61,0,
Arzachel H,4.08,-18.69,-2.05,3.39,0.37,0.709,2.72,0,
Arzachel K,3.5,-18.38,-1.62,2.91,0.28,0.614,1.72,0,
Arzachel L,4.41,-19.96,0.13,3.66,0.43,0.763,3.43,0,
Arzachel M,3.02,-20.65,-0.87,2.51,0.22,0.534,1.1,0,
Arzachel N,2.76,-20.42,-2.27,2.29,0.19,0.491,0.84,0,
Arzachel T,2.96,-17.68,-1.3,2.46,0.21,0.524,1.04,0,
Arzachel Y,3.92,-18.27,-4.26,3.25,0.35,0.683,2.41,0,
Asada,12.37,7.25,49.9,10.27,2.63,2.014,75.71,0,
Asclepi,40.56,-55.19,25.52,34.88,19.07,2.202,1233.91,0.88,pre-Nectarian 
Asclepi A,13.43,-53.1,23.01,11.15,3.04,2.175,0,0,
Asclepi B,17.26,-54.24,23.83,14.33,4.73,2.755,0,0.16,
Asclepi C,9.57,-53.58,23.55,7.94,1.67,1.582,35.06,0,
Asclepi D,17.86,-53.66,24.09,14.82,5.02,2.845,0,0.18,
Asclepi E,6.39,-52.26,24.15,5.3,0.82,1.081,10.44,0,
Asclepi G,4.93,-53.5,24.8,4.09,0.52,0.847,4.79,0,
Asclepi H,18.22,-52.8,25.2,15.67,5.2,1.727,0,0.18,
Ashbrook,157.68,-81.1,-110.58,135.6,0,2.99,0,0,pre-Nectarian
Aston,44.48,32.77,-87.68,38.25,21.4,2.265,1526.99,1.06,Nectarian
Aston K,14.46,35.04,-87.89,12,3.46,2.332,0,0,
Aston L,10.08,35.47,-86.51,8.37,1.83,1.661,40.97,0,
Atlas,88.12,46.74,44.38,75.78,50.26,2.821,7407.97,0,Upper Imbrian
Atlas A,22.22,45.34,49.56,19.11,8.99,1.834,307.3,0.27,
Atlas D,25.82,50.4,49.65,22.21,10.85,1.92,434.71,0.36,
Atlas E,57.98,48.61,42.5,49.86,29.8,2.455,2816.76,0,
Atlas G,21.42,50.73,46.47,18.42,8.59,1.814,282.34,0.25,
Atlas L,5.39,51.33,48.62,4.47,0.61,0.921,6.26,0,
Atlas P,26.9,49.66,53,23.13,11.42,1.944,477.86,0.39,
Atlas W,4.31,44.43,44.22,3.58,0.41,0.747,3.2,0,
Atlas X,5.02,45.12,45.1,4.17,0.53,0.862,5.06,0,
Atwood,28.64,-5.88,57.78,24.63,12.35,1.981,552.31,0.45,
Australe,880,-52,95,756.8,0,3.551,0,0,pre-Nectarian 
Autolycus,38.88,30.68,1.49,33.44,18.09,2.174,1119.04,0.81,Copernican
Autolycus A,4.17,30.92,2.17,3.46,0.39,0.724,2.9,0,
Autolycus K,3.02,31.21,5.43,2.51,0.22,0.534,1.1,0,
Auwers,19.64,15,17.12,16.89,5.94,1.766,231.06,0.21,
Auwers A,7.58,13.77,18.31,6.29,1.11,1.27,17.42,0,
Auzout,32.92,10.21,64.01,28.31,14.69,2.067,761.92,0.59,Lower Imbrian
Auzout C,16.86,8.79,65.27,13.99,4.54,2.695,0,0,
Auzout D,11.66,9.35,62.43,9.68,2.37,1.905,63.41,0,
Auzout E,17.36,9.57,60.66,14.41,4.78,2.77,0,0.17,
Auzout L,7.5,8.34,61.3,6.23,1.09,1.257,16.88,0,
Auzout R,7.68,8.7,60.04,6.37,1.13,1.286,18.12,0,
Auzout U,8.15,9.39,61.05,6.76,1.26,1.36,21.65,0,
Auzout V,7.82,9.34,61.31,6.49,1.17,1.308,19.13,0,
Avery,10.73,-1.32,81.37,8.91,2.04,1.761,49.42,0,
Avicenna,72.99,39.63,-97.28,62.77,39.72,2.768,4794.19,0,pre-Nectarian
Avicenna E,25.64,40.19,-91.25,22.05,10.75,1.916,427.74,0.36,
Avicenna G,24.51,39.19,-92.05,21.08,10.17,1.89,385.44,0.33,
Avicenna R,18.74,38.9,-100.08,16.12,5.47,1.741,0,0.19,
Avogadro,129.84,63.21,165.36,111.66,0,2.933,18136.38,0,pre-Nectarian 
Avogadro D,19.47,63.84,170.22,16.74,5.85,1.762,226.47,0.21,
Azophi,47.54,-22.19,12.7,40.88,23.25,2.311,1780.67,1.21,Nectarian
Azophi A,28.3,-24.43,11.18,24.34,12.17,1.974,537.28,0.43,
Azophi B,18.33,-23.58,10.59,15.76,5.26,1.73,0,0.18,
Azophi C,5.36,-21.81,13.06,4.45,0.6,0.917,6.16,0,
Azophi D,8.49,-24.32,13.39,7.05,1.35,1.413,24.48,0,
Azophi E,4.91,-23.48,13.77,4.08,0.51,0.844,4.73,0,
Azophi F,5.95,-22.31,13.84,4.94,0.72,1.011,8.43,0,
Azophi G,54.65,-23.87,12.27,47,27.68,2.411,2457.03,0,
Azophi H,20.7,-25.58,11.84,17.8,8.23,1.795,260.9,0.23,
Azophi J,7.53,-21.29,13.17,6.25,1.09,1.262,17.08,0,
Baade,57.85,-44.75,-82.03,49.75,29.71,2.453,2802.19,0,Upper Imbrian
Babakin,19.15,-20.81,123.26,16.47,5.68,1.753,217.97,0.2,
Babbage,146.56,59.56,-57.38,126.04,0,2.968,23992.34,0,pre-Nectarian
Babbage A,32.28,59.14,-55.65,27.76,14.34,2.054,728.14,0.56,Lower Imbrian
Babbage B,6.55,57.05,-59.63,5.44,0.86,1.107,11.24,0,
Babbage C,13.71,59.19,-57.51,11.38,3.15,2.218,0,0,
Babbage D,70.96,58.65,-61.17,61.03,38.35,2.761,4491.78,0,pre-Nectarian
Babbage E,7.18,58.47,-61.61,5.96,1.01,1.207,14.81,0,
Babbage U,5.09,60.97,-51.34,4.22,0.55,0.873,5.27,0,
Babbage X,6.37,60.3,-50.28,5.29,0.81,1.078,10.34,0,
Babcock,95.28,4.13,94.14,81.94,55.41,2.843,8873.01,0,pre-Nectarian
Babcock H,63.4,3.11,96.51,54.52,33.32,2.73,3462.61,0,pre-Nectarian
Babcock K,9.98,1.19,95.14,8.28,1.8,1.645,39.76,0,
Baby Ray,0.17,-9.08,15.42,0.14,0,0.027,0,0,
Back,34.63,1.2,80.67,29.78,15.65,2.099,856.47,0.65,Upper Imbrian
Backlund,75.46,-16.22,103.35,64.9,41.41,2.778,5177.29,0,Nectarian
Backlund E,13.38,-15.8,105.57,11.11,3.02,2.168,0,0,
Backlund L,57.19,-18.37,103.82,49.18,29.29,2.445,2728.89,0,
Backlund N,18.04,-17.91,103.07,15.51,5.11,1.721,0,0.18,
Backlund P,26.19,-19.01,102.31,22.52,11.04,1.928,449.23,0.37,
Backlund R,22.97,-16.9,101.87,19.75,9.37,1.853,331.79,0.29,
Backlund S,20.85,-16.92,100.99,17.93,8.31,1.799,265.28,0.24,
Baco,65.31,-51.04,19.1,56.17,34.57,2.738,3708.34,0,pre-Nectarian
Baco A,38.71,-52.99,20.21,33.29,17.99,2.171,1107.77,0.81,Nectarian
Baco B,41.43,-49.63,16.58,35.63,19.58,2.216,1295.91,0.92,Nectarian
Baco C,13.21,-50.92,14.71,10.96,2.95,2.142,0,0,
Baco D,7,-51.73,16.29,5.81,0.96,1.178,13.72,0,
Baco E,27.05,-53.03,16.17,23.26,11.5,1.947,484.04,0.4,
Baco F,5.79,-50.37,17.65,4.81,0.69,0.986,7.76,0,
Baco G,8.23,-54.47,17.16,6.83,1.28,1.372,22.3,0,
Baco H,6.24,-52.07,18.95,5.18,0.78,1.058,9.72,0,
Baco J,16.64,-54.83,19.27,13.81,4.43,2.662,0,0,
Baco K,28.03,-54.08,17.62,24.11,12.02,1.968,525.52,0.43,
Baco L,6.19,-49.6,16.75,5.14,0.77,1.05,9.49,0,
Baco M,7.22,-49.27,17.95,5.99,1.02,1.213,15.05,0,
Baco N,19.14,-50.9,16.2,16.46,5.68,1.753,217.7,0.2,
Baco O,9.26,-52.12,19.88,7.69,1.58,1.533,31.76,0,
Baco P,3.15,-51.04,19.73,2.61,0.23,0.556,1.25,0,
Baco Q,17.31,-52.41,18.62,14.37,4.75,2.762,0,0.17,
Baco R,17.43,-49.24,20.92,14.47,4.81,2.78,0,0.17,
Baco S,16.71,-49.41,18.46,13.87,4.47,2.672,0,0,
Baco T,4.88,-53.87,19.77,4.05,0.51,0.839,4.65,0,
Baco U,5.8,-52.47,19.3,4.81,0.69,0.987,7.8,0,
Baco W,9.04,-53.39,21.11,7.5,1.51,1.499,29.55,0,
Baco Z,6.53,-53.11,14.96,5.42,0.85,1.104,11.14,0,
Baillaud,89.44,74.61,37.35,76.92,51.2,2.825,7666.82,0,pre-Nectarian
Baillaud A,55.61,75.61,48.28,47.82,28.28,2.424,2557.88,0,
Baillaud B,18.08,72.93,32.91,15.55,5.13,1.723,0,0.18,
Baillaud C,11.36,74.9,50.91,9.43,2.26,1.858,58.64,0,
Baillaud D,15.42,73.41,49.28,12.8,3.88,2.478,0,0,
Baillaud E,14.28,74.33,35.95,11.85,3.38,2.305,0,0,
Baillaud F,18.81,75.62,53.02,16.18,5.5,1.743,0,0.19,
Bailly,300.56,-66.82,-68.9,258.48,0,3.189,0,0,Nectarian
Bailly A,42.68,-69.28,-59.57,36.7,20.32,2.237,1388.02,0.98,Nectarian
Bailly B,62.21,-68.74,-63.25,53.5,32.54,2.725,3314.32,0,Nectarian
Bailly C,19.29,-65.79,-70.34,16.59,5.75,1.757,221.66,0.2,
Bailly D,26.62,-65.25,-72.38,22.89,11.27,1.938,466.45,0.39,
Bailly E,16.42,-62.45,-65.75,13.63,4.33,2.628,0,0,
Bailly F,16.84,-67.46,-69.59,13.98,4.53,2.692,0,0,
Bailly G,18.72,-65.63,-59.47,16.1,5.46,1.741,0,0.19,
Bailly H,12.93,-63.57,-62.59,10.73,2.84,2.099,86.47,0,
Bailly K,18.55,-62.73,-76.71,15.95,5.37,1.736,0,0.19,
Bailly L,21.27,-60.71,-71.13,18.29,8.52,1.81,277.79,0.25,
Bailly M,20.19,-61.16,-67.51,17.36,7.98,1.781,246.29,0.22,
Bailly N,10.96,-60.53,-63.68,9.1,2.12,1.797,52.66,0,
Bailly O,18.72,-69.59,-56.92,16.1,5.46,1.741,0,0.19,
Bailly P,14.38,-59.57,-60.67,11.94,3.43,2.32,0,0,
Bailly R,17.14,-64.66,-79.18,14.23,4.67,2.737,0,0.16,
Bailly T,19.42,-66.49,-73.83,16.7,5.82,1.76,225.13,0.21,
Bailly U,23.97,-71.24,-76.03,20.61,9.89,1.877,366.11,0.31,
Bailly V,32.15,-71.91,-81.45,27.65,14.27,2.052,721.38,0.56,
Bailly Y,14.26,-61.04,-65.6,11.84,3.38,2.302,0,0,
Bailly Z,13.49,-60.22,-65.86,11.2,3.06,2.185,0,0,
Baily,25.68,49.78,30.56,22.08,10.78,1.916,429.28,0.36,
Baily A,16.25,48.71,31.39,13.49,4.25,2.603,0,0,
Baily B,6.96,51,35.18,5.78,0.95,1.172,13.49,0,
Baily K,3.42,51.51,30.53,2.84,0.27,0.601,1.6,0,
Balandin,11.81,-18.94,152.58,9.8,2.42,1.928,65.89,0,
Balboa,69.19,19.24,-83.31,59.5,37.16,2.754,4237.18,0,pre-Nectarian
Balboa A,46.66,17.42,-82.02,40.13,22.72,2.298,1705.45,1.16,Eratosthenian
Balboa B,54.25,20.49,-82.57,46.66,27.42,2.406,2415.69,0,pre-Nectarian
Balboa C,26.09,19.59,-79.17,22.44,10.99,1.926,445.28,0.37,
Balboa D,40.37,18.25,-79.8,34.72,18.96,2.199,1220.6,0.88,
Baldet,55.76,-53.32,-151.96,47.95,28.38,2.426,2573.85,0,
Baldet J,17.2,-54.77,-150.25,14.28,4.7,2.746,0,0.16,
Ball,40.31,-35.92,-8.39,34.67,18.92,2.198,1216.41,0.87,Nectarian
Ball A,29.23,-34.74,-9.4,25.14,12.67,1.993,578.95,0.46,
Ball B,9.72,-36.92,-9.19,8.07,1.72,1.605,36.73,0,
Ball C,31.15,-37.7,-8.79,26.79,13.71,2.032,670.6,0.53,Nectarian
Ball D,22.45,-35.62,-10.42,19.31,9.11,1.84,314.69,0.28,
Ball E,4.39,-36.53,-8.18,3.64,0.42,0.76,3.38,0,
Ball F,11.38,-36.95,-8.49,9.45,2.27,1.862,58.95,0,
Ball G,26.73,-37.72,-10.22,22.99,11.33,1.94,470.92,0.39,
Balmer,136.3,-20.27,70.22,117.22,0,2.947,20289.08,0,pre-Nectarian
Balmer M,6.55,-20.76,71.55,5.44,0.86,1.107,11.24,0,
Balmer N,8.47,-19.92,69.82,7.03,1.35,1.41,24.31,0,
Balmer P,15.25,-20.48,67.58,12.66,3.8,2.452,0,0,
Balmer Q,7.98,-18.69,70.5,6.62,1.21,1.333,20.33,0,
Balmer R,5.72,-18.71,69.14,4.75,0.67,0.974,7.49,0,
Balmer S,6.53,-18.57,67.63,5.42,0.85,1.104,11.14,0,
Balmer-Kapteyn,500,-15,70,430,0,3.356,0,0,pre-Nectarian 
Banachiewicz,99.09,5.28,80.01,85.22,58.19,2.854,9714.17,0,
Banachiewicz B,23.02,5.29,78.97,19.8,9.4,1.854,333.46,0.29,
Banachiewicz C,21.27,7.02,75.33,18.29,8.52,1.81,277.79,0.25,
Banachiewicz E,8.59,7.57,74.75,7.13,1.38,1.429,25.35,0,
Bancroft,12.5,28.07,-6.43,10.38,2.68,2.033,78.13,0,
Banting,5.15,26.58,16.43,4.27,0.56,0.883,5.46,0,
Barbier,65.38,-23.85,157.93,56.23,34.62,2.738,3717.53,0,pre-Nectarian
Barbier D,21.56,-23.02,160.17,18.54,8.66,1.817,286.62,0.25,
Barbier F,15.85,-23.82,158.21,13.16,4.07,2.543,0,0,
Barbier G,16.61,-24.16,159.86,13.79,4.42,2.657,0,0,
Barbier H,16.18,-25.11,160.48,13.43,4.22,2.592,0,0,
Barbier J,42.21,-25.78,160.23,36.3,20.04,2.229,1352.96,0.96,
Barbier K,13.25,-26.29,159.2,11,2.97,2.148,0,0,
Barbier U,41.12,-22.78,155.18,35.36,19.4,2.211,1273.62,0.91,Nectarian
Barbier V,30.37,-22.27,154.58,26.12,13.29,2.017,632.45,0.5,
Barkla,40.9,-10.67,67.22,35.17,19.27,2.208,1257.93,0.9,
Barnard,115.73,-29.79,85.95,99.53,70.65,2.899,13903.92,0,pre-Nectarian
Barnard A,15.38,-32.15,85.06,12.77,3.86,2.472,0,0,
Barnard D,52.24,-31.34,89.17,44.93,26.16,2.378,2213.93,0,
Barocius,82.72,-44.98,16.81,71.14,46.44,2.803,6401.14,0,
Barocius B,36.57,-44.13,18.29,31.45,16.76,2.134,971.39,0.72,Nectarian
Barocius C,35.84,-43.11,17.48,30.82,16.34,2.121,927.19,0.69,
Barocius D,8.69,-46.06,19.18,7.21,1.41,1.444,26.25,0,
Barocius E,23.58,-47.24,22.15,20.28,9.69,1.867,352.5,0.3,
Barocius EC,7.67,-48.22,22.49,6.37,1.13,1.284,18.05,0,
Barocius F,15.38,-45.92,21.6,12.77,3.86,2.472,0,0,
Barocius G,27.61,-42.52,21.03,23.74,11.8,1.959,507.51,0.41,
Barocius H,10.56,-46.71,21.63,8.76,1.99,1.735,47.1,0,
Barocius J,27.16,-44.97,21.41,23.36,11.56,1.949,488.6,0.4,
Barocius K,13.56,-45.22,19.63,11.25,3.09,2.195,0,0,
Barocius L,13.03,-42.5,18.81,10.81,2.88,2.114,0,0,
Barocius M,15.85,-42.45,19.48,13.16,4.07,2.543,0,0,
Barocius N,10.07,-43.2,19.76,8.36,1.83,1.659,40.85,0,
Barocius O,5.36,-45.75,21.93,4.45,0.6,0.917,6.16,0,
Barocius R,14.26,-43.91,21.53,11.84,3.38,2.302,0,0,
Barocius S,8.27,-42.5,21.82,6.86,1.29,1.379,22.62,0,
Barocius W,18.9,-45.68,16.21,16.25,5.55,1.746,0,0.2,
Barringer,66.89,-28.22,-150.43,57.53,35.62,2.744,3918.87,0,Nectarian
Barringer C,22.05,-26.82,-149.06,18.96,8.91,1.83,301.89,0.27,
Barringer Z,21.84,-24.76,-150.24,18.78,8.8,1.824,295.29,0.26,
Barrow,93.82,71.28,7.59,80.69,54.35,2.839,8562.08,0,pre-Nectarian
Barrow A,27.38,70.56,3.86,23.55,11.67,1.954,497.79,0.41,
Barrow B,16.82,70.16,10.53,13.96,4.52,2.689,0,0,
Barrow C,27.99,73.02,11.12,24.07,12,1.967,523.79,0.43,
Barrow E,17.95,69,3.33,14.9,5.07,2.858,0,0.18,
Barrow F,18.6,69.16,1.81,16,5.4,1.737,0,0.19,
Barrow G,29.36,70.17,0.26,25.25,12.74,1.996,584.92,0.47,
Barrow H,4.89,69.28,6,4.06,0.51,0.841,4.68,0,
Barrow K,45.52,69.29,11.74,39.15,22.03,2.281,1610.74,1.11,
Barrow M,5.86,67.61,9.14,4.86,0.7,0.997,8.05,0,
Bartels,54.95,24.51,-89.85,47.26,27.87,2.415,2488.3,0,Nectarian
Bartels A,16.85,25.7,-89.6,13.99,4.53,2.693,0,0,
Bawa,1.57,-25.28,102.56,1.3,0.07,0.289,0.15,0,
Bayer,48.51,-51.62,-35.14,41.72,23.85,2.325,1865.72,1.26,Nectarian
Bayer A,17.54,-51.36,-30.44,14.56,4.86,2.797,0,0.17,
Bayer B,23.09,-48.82,-28.2,19.86,9.44,1.856,335.8,0.29,
Bayer C,22.1,-49.77,-31.42,19.01,8.93,1.831,303.48,0.27,
Bayer D,19.6,-47.96,-29.84,16.86,5.92,1.765,229.98,0.21,
Bayer E,29.35,-51.77,-32.41,25.24,12.73,1.996,584.46,0.47,
Bayer F,19.11,-53.03,-31.68,16.43,5.66,1.752,216.91,0.2,
Bayer G,7.44,-51.74,-35.49,6.18,1.07,1.248,16.47,0,
Bayer H,31.54,-53.53,-32.68,27.12,13.93,2.04,690.16,0.54,
Bayer J,24.64,-52.26,-33.62,21.19,10.23,1.893,390.18,0.33,
Bayer K,15.78,-50.29,-34.06,13.1,4.04,2.532,0,0,
Bayer L,13.35,-47.52,-33.69,11.08,3,2.163,0,0,
Bayer M,9.51,-50.69,-31.19,7.89,1.65,1.572,34.4,0,
Bayer N,8.57,-48.33,-29.37,7.11,1.37,1.426,25.18,0,
Bayer P,4.25,-51.72,-29.68,3.53,0.4,0.737,3.07,0,
Bayer R,7.69,-52.42,-35.61,6.38,1.14,1.287,18.19,0,
Bayer S,15.44,-52.33,-36.45,12.82,3.88,2.481,0,0,
Bayer T,7.98,-49.25,-30.32,6.62,1.21,1.333,20.33,0,
Bayer U,9.69,-48.4,-31.4,8.04,1.71,1.6,36.39,0,
Bayer V,9.4,-47.56,-31.76,7.8,1.62,1.555,33.22,0,
Bayer W,8.83,-48.04,-33.41,7.33,1.45,1.466,27.54,0,
Bayer X,8.36,-53.42,-33.81,6.94,1.32,1.393,23.37,0,
Bayer Y,27.59,-49.23,-35.87,23.73,11.79,1.959,506.66,0.41,
Bayer Z,6.2,-49.12,-33.61,5.15,0.78,1.051,9.53,0,
Beals,52.61,37.11,86.58,45.24,26.39,2.383,2250.32,0,
Beaumont,50.69,-18.08,28.82,43.59,25.19,2.357,2065.13,1.37,Nectarian
Beaumont A,14.32,-16.31,27.78,11.89,3.4,2.311,0,0,
Beaumont B,15.14,-18.71,26.8,12.57,3.75,2.435,0,0,
Beaumont C,6.02,-20.25,27.93,5,0.74,1.022,8.73,0,
